study_folder,file_name,variable_name,file_type,variable_group
1991_eatdis_yogurt,assay-intake_data.csv,fat_cal_bread,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,fat_cal_cheese,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,fat_cal_chips,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,fat_cal_cucumber,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,fat_cal_dressing,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,fat_cal_icecream,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,fat_cal_lc_dressing,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,fat_cal_lettuce,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,fat_cal_mayo,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,fat_cal_mms,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,fat_cal_mustard,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,fat_cal_pizza,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,fat_cal_sorbet,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,fat_cal_tomato,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,fat_cal_turkey,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,fat_g_apple,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,fat_g_bread,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,fat_g_cheese,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,fat_g_chips,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,fat_g_cucumber,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,fat_g_dressing,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,fat_g_icecream,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,fat_g_lc_dressing,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,fat_g_lettuce,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,fat_g_mayo,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,fat_g_mms,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,fat_g_mustard,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,fat_g_pizza,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,fat_g_sorbet,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,fat_g_tomato,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,fat_g_turkey,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,group,intake,other
1991_eatdis_yogurt,assay-intake_data.csv,h2o,intake,other
1991_eatdis_yogurt,assay-intake_data.csv,high_ed_cal,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,high_ed_g,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,id,intake,other
1991_eatdis_yogurt,assay-intake_data.csv,kcal_apple,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,kcal_bread,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,kcal_cheese,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,kcal_chips,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,kcal_cucumber,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,kcal_dressing,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,kcal_icecream,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,kcal_lc_dressing,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,kcal_lettuce,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,kcal_mayo,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,kcal_mms,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,kcal_mustard,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,kcal_pizza,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,kcal_sorbet,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,kcal_tomato,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,kcal_turkey,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,low_ed_cal,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,low_ed_g,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,meal_cal,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,meal_cho_cal,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,meal_cho_g,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,meal_fat_cal,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,meal_fat_g,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,meal_g,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,meal_pro_cal,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,meal_pro_g,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,perc_cho_cal,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,perc_fat_cal,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,perc_pro_cal,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,pro_cal_apple,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,pro_cal_bread,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,pro_cal_cheese,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,pro_cal_chips,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,pro_cal_cucumber,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,pro_cal_dressing,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,pro_cal_icecream,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,pro_cal_lc_dressing,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,pro_cal_lettuce,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,pro_cal_mayo,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,pro_cal_mms,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,pro_cal_mustard,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,pro_cal_pizza,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,pro_cal_sorbet,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,pro_cal_tomato,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,pro_cal_turkey,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,pro_g_apple,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,pro_g_bread,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,pro_g_cheese,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,pro_g_chips,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,pro_g_cucumber,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,pro_g_dressing,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,pro_g_icecream,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,pro_g_lc_dressing,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,pro_g_lettuce,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,pro_g_mayo,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,pro_g_mms,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,pro_g_mustard,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,pro_g_pizza,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,pro_g_sorbet,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,pro_g_tomato,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,pro_g_turkey,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,session,intake,other
1991_eatdis_yogurt,assay-intake_data.csv,time,intake,other
1991_eatdis_yogurt,assay-intake_data.csv,total_cal,intake,total_intake
1991_eatdis_yogurt,assay-intake_data.csv,total_cho_cal,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,total_cho_g,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,total_fat_cal,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,total_fat_g,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,total_perc_cho_cal,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,total_perc_fat_cal,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,total_perc_pro_cal,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,total_pro_cal,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,total_pro_g,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,yogurt_cal,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,yogurt_cho_cal,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,yogurt_cho_g,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,yogurt_creaminess,intake,questionnaire
1991_eatdis_yogurt,assay-intake_data.csv,yogurt_desire_eat,intake,questionnaire
1991_eatdis_yogurt,assay-intake_data.csv,yogurt_fat_cal,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,yogurt_fat_g,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,yogurt_fattiness,intake,questionnaire
1991_eatdis_yogurt,assay-intake_data.csv,yogurt_fruitiness,intake,questionnaire
1991_eatdis_yogurt,assay-intake_data.csv,yogurt_g,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,yogurt_much_eat,intake,questionnaire
1991_eatdis_yogurt,assay-intake_data.csv,yogurt_pleasant,intake,questionnaire
1991_eatdis_yogurt,assay-intake_data.csv,yogurt_pro_cal,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,yogurt_pro_g,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,yogurt_subj_cal,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,yogurt_subj_cho,intake,intake
1991_eatdis_yogurt,assay-intake_data.csv,yogurt_sweetness,intake,questionnaire
1991_eatdis_yogurt,assay-vas_dat.csv,alert,ratings,questionnaire
1991_eatdis_yogurt,assay-vas_dat.csv,binge_desire,ratings,questionnaire
1991_eatdis_yogurt,assay-vas_dat.csv,bloated,ratings,questionnaire
1991_eatdis_yogurt,assay-vas_dat.csv,condition,ratings,questionnaire
1991_eatdis_yogurt,assay-vas_dat.csv,content,ratings,questionnaire
1991_eatdis_yogurt,assay-vas_dat.csv,depressed,ratings,questionnaire
1991_eatdis_yogurt,assay-vas_dat.csv,desire_eat,ratings,questionnaire
1991_eatdis_yogurt,assay-vas_dat.csv,fear_fat,ratings,questionnaire
1991_eatdis_yogurt,assay-vas_dat.csv,fullness,ratings,questionnaire
1991_eatdis_yogurt,assay-vas_dat.csv,group,ratings,questionnaire
1991_eatdis_yogurt,assay-vas_dat.csv,guilt,ratings,questionnaire
1991_eatdis_yogurt,assay-vas_dat.csv,hunger,ratings,questionnaire
1991_eatdis_yogurt,assay-vas_dat.csv,id,ratings,questionnaire
1991_eatdis_yogurt,assay-vas_dat.csv,much_eat,ratings,questionnaire
1991_eatdis_yogurt,assay-vas_dat.csv,nausea,ratings,questionnaire
1991_eatdis_yogurt,assay-vas_dat.csv,purge_desire,ratings,questionnaire
1991_eatdis_yogurt,assay-vas_dat.csv,session,ratings,questionnaire
1991_eatdis_yogurt,assay-vas_dat.csv,thirst,ratings,questionnaire
1991_eatdis_yogurt,assay-vas_dat.csv,time,ratings,questionnaire
1991_ivig_preload,assay-demo_data.csv,age,demographics,other
1991_ivig_preload,assay-demo_data.csv,bmi,demographics,other
1991_ivig_preload,assay-demo_data.csv,eat,demographics,questionnaire
1991_ivig_preload,assay-demo_data.csv,ei,demographics,questionnaire
1991_ivig_preload,assay-demo_data.csv,height_cm,demographics,other
1991_ivig_preload,assay-demo_data.csv,height_in,demographics,other
1991_ivig_preload,assay-demo_data.csv,id,demographics,other
1991_ivig_preload,assay-demo_data.csv,perc_ideal_bw,demographics,other
1991_ivig_preload,assay-demo_data.csv,weight,demographics,other
1991_ivig_preload,assay-demo_data.csv,zung,demographics,questionnaire
1991_ivig_preload,exp-ivig_assay-cck_data.csv,cck,cck,other
1991_ivig_preload,exp-ivig_assay-cck_data.csv,cond,cck,other
1991_ivig_preload,exp-ivig_assay-cck_data.csv,id,cck,other
1991_ivig_preload,exp-ivig_assay-cck_data.csv,time,cck,other
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,chicken_cal,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,chicken_cho_g,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,chicken_fat_g,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,chicken_g,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,chicken_pro_g,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,cond,intake,other
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,cookie_cal,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,cookie_cho_g,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,cookie_fat_g,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,cookie_g,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,cookie_pro_g,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,dinner_cal,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,dinner_cho_cal,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,dinner_cho_g,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,dinner_fat_cal,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,dinner_fat_g,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,dinner_perc_cho_cal,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,dinner_perc_fat_cal,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,dinner_perc_pro_cal,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,dinner_pro_cal,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,dinner_pro_g,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,fatfree_pudding_cal,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,fatfree_pudding_cho_g,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,fatfree_pudding_fat_g,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,fatfree_pudding_g,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,fatfree_pudding_pro_g,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,gravy_cal,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,gravy_cho_g,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,gravy_fat_g,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,gravy_g,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,gravy_pro_g,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,group,intake,other
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,id,intake,other
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,light_gravy_cal,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,light_gravy_cho_g,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,light_gravy_fat_g,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,light_gravy_g,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,light_gravy_pro_g,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,margarine_cal,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,margarine_cho_g,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,margarine_fat_g,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,margarine_g,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,margarine_pro_g,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,peas_cal,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,peas_cho_g,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,peas_fat_g,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,peas_g,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,peas_pro_g,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,pudding_cal,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,pudding_cho_g,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,pudding_fat_g,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,pudding_g,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,pudding_pro_g,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,rice_cal,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,rice_cho_g,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,rice_fat_g,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,rice_g,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,rice_pro_g,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,roll_cal,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,roll_cho_g,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,roll_fat_g,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,roll_g,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,roll_pro_g,intake,intake
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,session,intake,other
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,time,intake,other
1991_ivig_preload,exp-ivig_assay-dinner_data.csv,water_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,apple_cal,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,apple_cho_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,apple_fat_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,apple_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,apple_pro_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,bread_cal,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,bread_cho_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,bread_fat_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,bread_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,bread_pro_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,cheese_cal,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,cheese_cho_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,cheese_fat_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,cheese_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,cheese_pro_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,chips_cal,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,chips_cho_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,chips_fat_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,chips_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,chips_pro_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,cond,intake,other
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,cucumber_cal,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,cucumber_cho_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,cucumber_fat_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,cucumber_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,cucumber_pro_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,dressing_cal,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,dressing_cho_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,dressing_fat_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,dressing_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,dressing_pro_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,group,intake,other
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,icecream_cal,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,icecream_cho_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,icecream_fat_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,icecream_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,icecream_pro_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,id,intake,other
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,lc_dressing_cal,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,lc_dressing_cho_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,lc_dressing_fat_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,lc_dressing_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,lc_dressing_pro_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,lettuce_cal,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,lettuce_cho_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,lettuce_fat_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,lettuce_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,lettuce_pro_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,lunch_cal,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,lunch_cho_cal,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,lunch_cho_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,lunch_fat_cal,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,lunch_fat_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,lunch_perc_cho_cal,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,lunch_perc_fat_cal,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,lunch_perc_pro_cal,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,lunch_pro_cal,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,lunch_pro_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,mayo_cal,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,mayo_cho_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,mayo_fat_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,mayo_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,mayo_pro_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,milk_cal,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,milk_cho_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,milk_fat_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,milk_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,milk_pro_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,mustard_cal,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,mustard_cho_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,mustard_fat_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,mustard_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,mustard_pro_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,pretzel_cal,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,pretzel_cho_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,pretzel_fat_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,pretzel_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,pretzel_pro_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,session,intake,other
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,sorbet_cal,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,sorbet_cho_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,sorbet_fat_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,sorbet_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,sorbet_pro_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,time,intake,other
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,tomato_cal,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,tomato_cho_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,tomato_fat_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,tomato_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,tomato_pro_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,tuna_salad_cal,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,tuna_salad_cho_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,tuna_salad_fat_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,tuna_salad_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,tuna_salad_pro_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,turkey_cal,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,turkey_cho_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,turkey_fat_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,turkey_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,turkey_pro_g,intake,intake
1991_ivig_preload,exp-ivig_assay-lunch_data.csv,water_g,intake,intake
1991_ivig_preload,exp-ivig_assay-rating_data.csv,bloated,ratings,questionnaire
1991_ivig_preload,exp-ivig_assay-rating_data.csv,cond,ratings,questionnaire
1991_ivig_preload,exp-ivig_assay-rating_data.csv,cramps,ratings,questionnaire
1991_ivig_preload,exp-ivig_assay-rating_data.csv,desire,ratings,questionnaire
1991_ivig_preload,exp-ivig_assay-rating_data.csv,fullness,ratings,questionnaire
1991_ivig_preload,exp-ivig_assay-rating_data.csv,group,ratings,questionnaire
1991_ivig_preload,exp-ivig_assay-rating_data.csv,hunger,ratings,questionnaire
1991_ivig_preload,exp-ivig_assay-rating_data.csv,id,ratings,questionnaire
1991_ivig_preload,exp-ivig_assay-rating_data.csv,nausea,ratings,questionnaire
1991_ivig_preload,exp-ivig_assay-rating_data.csv,thirst,ratings,questionnaire
1991_ivig_preload,exp-ivig_assay-rating_data.csv,time,ratings,questionnaire
1991_ivig_preload,exp-yogurtsss_assay-intake_data.csv,apple_cal,intake,intake
1991_ivig_preload,exp-yogurtsss_assay-intake_data.csv,apple_cho_g,intake,intake
1991_ivig_preload,exp-yogurtsss_assay-intake_data.csv,apple_fat_g,intake,intake
1991_ivig_preload,exp-yogurtsss_assay-intake_data.csv,apple_g,intake,intake
