study_folder,file_name,file_path,file_type,variable_name,variable_group,data_group
1990_sss_age_yogurt,assay-foodpref_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-foodpref_data.csv",other,fries_taste,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-foodpref_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-foodpref_data.csv",other,salad_taste,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-foodpref_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-foodpref_data.csv",other,bologna_taste,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-foodpref_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-foodpref_data.csv",other,watermelon_taste,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-foodpref_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-foodpref_data.csv",other,tbone_steak_taste,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-foodpref_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-foodpref_data.csv",other,strawberry_taste,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-foodpref_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-foodpref_data.csv",other,cinn_roll_taste,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-foodpref_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-foodpref_data.csv",other,broccoli_taste,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-foodpref_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-foodpref_data.csv",other,cheddar_taste,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-foodpref_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-foodpref_data.csv",other,skim_milk_taste,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-foodpref_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-foodpref_data.csv",other,onion_ring_taste,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-foodpref_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-foodpref_data.csv",other,peach_taste,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-foodpref_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-foodpref_data.csv",other,grapefruit_juice_taste,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-foodpref_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-foodpref_data.csv",other,potato_chip_taste,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-foodpref_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-foodpref_data.csv",other,orange_taste,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-foodpref_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-foodpref_data.csv",other,peanut_taste,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-foodpref_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-foodpref_data.csv",other,pineapple_taste,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-foodpref_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-foodpref_data.csv",other,choc_icecream_taste,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-foodpref_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-foodpref_data.csv",other,lowf_cotcheese_taste,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-foodpref_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-foodpref_data.csv",other,grape_taste,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-foodpref_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-foodpref_data.csv",other,gingerbread_taste,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-foodpref_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-foodpref_data.csv",other,banana_taste,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,hunger_pre,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,fullness_pre,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,nauseous_pre,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,desire_eat_pre,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,hunger_post,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,fullness_post,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,nauseous_post,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,desire_eat_post,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,dif_hunger,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,dif_fullness,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,dif_nauseous,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,dif_desire_eat,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,appearance_tuna_pre,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,appearance_cracker_pre,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,appearance_yogurt_pre,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,appearance_carrot_pre,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,appearance_pretzel_pre,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,appearance_tuna_post,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,appearance_cracker_post,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,appearance_yogurt_post,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,appearance_carrot_post,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,appearance_pretzel_post,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,odor_tuna_pre,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,odor_cracker_pre,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,odor_yogurt_pre,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,odor_carrot_pre,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,odor_pretzel_pre,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,odor_tuna_post,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,odor_cracker_post,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,odor_yogurt_post,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,odor_carrot_post,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,odor_pretzel_post,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,texture_tuna_pre,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,texture_cracker_pre,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,texture_yogurt_pre,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,texture_carrot_pre,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,texture_pretzel_pre,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,texture_tuna_post,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,texture_cracker_post,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,texture_yogurt_post,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,texture_carrot_post,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,texture_pretzel_post,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,taste_tuna_pre,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,taste_cracker_pre,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,taste_yogurt_pre,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,taste_carrot_pre,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,taste_pretzel_pre,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,taste_tuna_post,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,taste_cracker_post,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,taste_yogurt_post,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,taste_carrot_post,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,taste_pretzel_post,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,desire_tuna_pre,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,desire_cracker_pre,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,desire_yogurt_pre,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,desire_carrot_pre,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,desire_pretzel_pre,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,desire_tuna_post,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,desire_cracker_post,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,desire_yogurt_post,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,desire_carrot_post,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,desire_pretzel_post,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,dif_appearance_tuna,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,dif_appearance_cracker,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,dif_appearance_yogurt,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,dif_appearance_carrot,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,dif_appearance_pretzel,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,dif_appearance,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,dif_odor_tuna,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,dif_odor_cracker,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,dif_odor_yogurt,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,dif_odor_carrot,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,dif_odor_pretzel,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,dif_odor,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,dif_texture_tuna,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,dif_texture_cracker,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,dif_texture_yogurt,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,dif_texture_carrot,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,dif_texture_pretzel,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,dif_texture,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,dif_taste_tuna,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,dif_taste_cracker,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,dif_taste_yogurt,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,dif_taste_carrot,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,dif_taste_pretzel,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,dif_taste,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,dif_desire_tuna,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,dif_desire_cracker,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,dif_desire_yogurt,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,dif_desire_carrot,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,dif_desire_pretzel,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,dif_desire,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,uneat_appearance,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,uneat_odor,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,uneat_texture,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,uneat_taste,questionnaire,Questionnaire data
1990_sss_age_yogurt,assay-sss_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1990_sss_age_yogurt/data/assay-sss_data.csv",other,uneat_desire,questionnaire,Questionnaire data
1991_eatdis,assay-questionnaire_data.csv,"C:/Users/kmill/The Pennsylvania State University/Rolls, Barbara Jean - currated_data/1991_eatdis/data/assay-questionnaire_data.csv",questionnaire,timepoint,questionnaire,Questionnaire data
